date,dateFa,yearFa,monthFa,dwnldTB,upldTB,sumTB,fileLink
2021-01-31,1399-11-12,1399,11,407.9,49.3,457.2,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-01-31.csv
2020-12-24,1399-10-04,1399,10,327.4,38.1,365.5,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2020-12-24.csv
2021-01-24,1399-11-05,1399,11,738.8,91.1,829.9,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-01-24.csv
2021-03-22,1400-01-02,1400,01,333.8,33.3,367.1,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-03-22.csv
2020-12-13,1399-09-23,1399,09,355.9,43.9,399.8,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2020-12-13.csv
2020-12-25,1399-10-05,1399,10,333.7,38.1,371.8,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2020-12-25.csv
2020-12-22,1399-10-02,1399,10,342.9,44.2,387.1,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2020-12-22.csv
2020-12-08,1399-09-18,1399,09,357,43.6,400.6,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2020-12-08.csv
2020-12-10,1399-09-20,1399,09,336,38.9,374.9,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2020-12-10.csv
2021-01-04,1399-10-15,1399,10,339.5,44,383.5,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-01-04.csv
2021-02-13,1399-11-25,1399,11,706.9,79.5,786.4,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-02-13.csv
2021-02-08,1399-11-20,1399,11,408.7,48.6,457.3,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-02-08.csv
2021-02-12,1399-11-24,1399,11,354.8,38.2,393,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-02-12.csv
2021-02-10,1399-11-22,1399,11,383.8,41.1,424.9,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-02-10.csv
2021-02-05,1399-11-17,1399,11,691,79,770,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-02-05.csv
2021-02-06,1399-11-18,1399,11,429.2,51.1,480.3,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-02-06.csv
2021-02-01,1399-11-13,1399,11,752.8,91.6,844.4,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-02-01.csv
2021-01-03,1399-10-14,1399,10,333.8,43.8,377.6,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-01-03.csv
2021-02-03,1399-11-15,1399,11,741,90.5,831.5,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-02-03.csv
2021-01-07,1399-10-18,1399,10,324.8,40.1,364.9,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-01-07.csv
2021-01-09,1399-10-20,1399,10,349.7,44.4,394.1,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-01-09.csv
2021-02-07,1399-11-19,1399,11,787.6,94.4,882,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-02-07.csv
2020-11-29,1399-09-09,1399,09,349.6,42.6,392.2,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2020-11-29.csv
2020-11-27,1399-09-07,1399,09,325.3,36,361.3,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2020-11-27.csv
2020-11-30,1399-09-10,1399,09,351.9,43,394.9,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2020-11-30.csv
2021-01-11,1399-10-22,1399,10,347.3,43.9,391.2,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-01-11.csv
2020-12-03,1399-09-13,1399,09,276.6,33.2,309.8,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2020-12-03.csv
2021-01-13,1399-10-24,1399,10,382.5,46.3,428.8,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-01-13.csv
2020-12-09,1399-09-19,1399,09,354.5,42.8,397.3,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2020-12-09.csv
2021-01-15,1399-10-26,1399,10,346.6,40.2,386.8,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-01-15.csv
2021-01-01,1399-10-12,1399,10,317.6,38.1,355.7,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-01-01.csv
2021-01-02,1399-10-13,1399,10,339.6,44.3,383.9,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-01-02.csv
2020-11-26,1399-09-06,1399,09,322.7,38.1,360.8,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2020-11-26.csv
2020-12-11,1399-09-21,1399,09,327.9,37.1,365,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2020-12-11.csv
2020-12-12,1399-09-22,1399,09,364.3,44.9,409.2,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2020-12-12.csv
2020-12-14,1399-09-24,1399,09,345.5,43.2,388.7,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2020-12-14.csv
2020-12-01,1399-09-11,1399,09,354.4,43.3,397.7,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2020-12-01.csv
2021-01-14,1399-10-25,1399,10,688.5,82.8,771.3,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-01-14.csv
2021-01-06,1399-10-17,1399,10,320.2,41.3,361.5,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-01-06.csv
2020-12-04,1399-09-14,1399,09,317.9,35.8,353.7,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2020-12-04.csv
2021-01-10,1399-10-21,1399,10,342.7,43.5,386.2,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-01-10.csv
2021-01-08,1399-10-19,1399,10,319.1,38.1,357.2,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-01-08.csv
2021-01-12,1399-10-23,1399,10,344.3,43,387.3,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-01-12.csv
2021-01-05,1399-10-16,1399,10,343.7,43.6,387.3,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-01-05.csv
2020-11-28,1399-09-08,1399,09,352.4,42.6,395,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2020-11-28.csv
2020-12-07,1399-09-17,1399,09,352.3,43.8,396.1,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2020-12-07.csv
2021-06-17,1400-03-27,1400,03,1027.4,110.6,1138,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-06-17.csv
2021-06-19,1400-03-29,1400,03,1000.5,106.5,1107,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-06-19.csv
2020-12-06,1399-09-16,1399,09,345.8,43.1,388.9,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2020-12-06.csv
2020-12-05,1399-09-15,1399,09,347.8,42.9,390.7,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2020-12-05.csv
2020-12-31,1399-10-11,1399,10,323.5,40,363.5,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2020-12-31.csv
2021-06-12,1400-03-22,1400,03,570.4,60.8,631.2,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-06-12.csv
2021-06-10,1400-03-20,1400,03,555.1,56.1,611.2,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-06-10.csv
2021-06-09,1400-03-19,1400,03,1095.8,112.1,1207.9,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-06-09.csv
2021-03-31,1400-01-11,1400,01,696.5,68.5,765,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-03-31.csv
2021-05-02,1400-02-12,1400,02,795.7,85.4,881.1,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-05-02.csv
2021-04-23,1400-02-03,1400,02,421.5,42.8,464.3,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-04-23.csv
2021-04-25,1400-02-05,1400,02,463.7,50.4,514.1,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-04-25.csv
2021-04-28,1400-02-08,1400,02,816.9,89.4,906.3,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-04-28.csv
2021-04-27,1400-02-07,1400,02,816.9,89.4,906.3,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-04-27.csv
2021-04-29,1400-02-09,1400,02,753.1,76.8,829.9,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-04-29.csv
2021-07-20,1400-04-29,1400,04,566,57.2,623.2,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-07-20.csv
2021-09-18,1400-06-27,1400,06,603.7,62.2,665.9,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-09-18.csv
2021-09-16,1400-06-25,1400,06,594.1,57.4,651.5,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-09-16.csv
2021-09-15,1400-06-24,1400,06,1152.4,115.1,1267.5,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-09-15.csv
2021-09-14,1400-06-23,1400,06,611,61.3,672.3,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-09-14.csv
2021-08-25,1400-06-03,1400,06,614,61.9,675.9,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-08-25.csv
2021-08-07,1400-05-16,1400,05,633.4,62.7,696.1,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-08-07.csv
2021-08-08,1400-05-17,1400,05,1201,119.2,1320.2,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-08-08.csv
2021-10-07,1400-07-15,1400,07,1092.5,110,1202.5,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-10-07.csv
2021-10-09,1400-07-17,1400,07,1124.3,118.1,1242.4,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-10-09.csv
2021-08-29,1400-06-07,1400,06,615.2,61.6,676.8,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-08-29.csv
2021-09-01,1400-06-10,1400,06,1198.6,118.6,1317.2,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-09-01.csv
2021-09-13,1400-06-22,1400,06,1162,118.1,1280.1,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-09-13.csv
2021-07-26,1400-05-04,1400,05,580.8,60,640.8,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-07-26.csv
2021-08-02,1400-05-11,1400,05,1158.3,115.3,1273.6,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-08-02.csv
2021-08-05,1400-05-14,1400,05,610.5,59.1,669.6,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-08-05.csv
2021-07-27,1400-05-05,1400,05,1113.4,115.2,1228.6,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-07-27.csv
2021-07-29,1400-05-07,1400,05,1089.3,110.3,1199.6,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-07-29.csv
2021-08-17,1400-05-26,1400,05,621.7,61.3,683,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-08-17.csv
2021-08-19,1400-05-28,1400,05,592.6,56.7,649.3,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-08-19.csv
2021-08-18,1400-05-27,1400,05,1170,114.3,1284.3,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-08-18.csv
2021-04-10,1400-01-21,1400,01,743.7,79.5,823.2,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-04-10.csv
2021-07-11,1400-04-20,1400,04,1072.5,110.5,1183,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-07-11.csv
2021-04-05,1400-01-16,1400,01,428.5,46.2,474.7,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-04-05.csv
2021-09-19,1400-06-28,1400,06,1154.5,118.4,1272.9,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-09-19.csv
2021-07-23,1400-05-01,1400,05,1038.2,103.7,1141.9,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-07-23.csv
2021-09-21,1400-06-30,1400,06,1182.6,119.7,1302.3,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-09-21.csv
2021-09-24,1400-07-02,1400,07,564.2,55.1,619.3,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-09-24.csv
2021-09-23,1400-07-01,1400,07,1138.3,115.2,1253.5,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-09-23.csv
2021-08-26,1400-06-04,1400,06,1168,116.7,1284.7,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-08-26.csv
2021-09-25,1400-07-03,1400,07,1151.7,116.4,1268.1,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-09-25.csv
2021-08-27,1400-06-05,1400,06,610.6,57.7,668.3,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-08-27.csv
2021-08-24,1400-06-02,1400,06,1197.3,119.4,1316.7,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-08-24.csv
2021-07-21,1400-04-30,1400,04,1058.4,106,1164.4,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-07-21.csv
2021-07-19,1400-04-28,1400,04,1058.1,112,1170.1,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-07-19.csv
2021-07-22,1400-04-31,1400,04,547.9,54.4,602.3,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-07-22.csv
2021-07-18,1400-04-27,1400,04,553.3,58.6,611.9,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-07-18.csv
2021-09-28,1400-07-06,1400,07,579.9,60.9,640.8,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-09-28.csv
2021-09-29,1400-07-07,1400,07,1135.4,119.6,1255,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-09-29.csv
2021-09-26,1400-07-04,1400,07,613.3,63.8,677.1,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-09-26.csv
2021-08-22,1400-05-31,1400,05,1212.8,118,1330.8,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-08-22.csv
2021-08-20,1400-05-29,1400,05,1159,111,1270,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-08-20.csv
2021-08-23,1400-06-01,1400,06,622.8,61.9,684.7,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-08-23.csv
2021-08-21,1400-05-30,1400,05,631.1,60.9,692,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-08-21.csv
2021-07-24,1400-05-02,1400,05,573.8,60,633.8,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-07-24.csv
2021-07-25,1400-05-03,1400,05,1106.9,115.6,1222.5,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-07-25.csv
2021-07-31,1400-05-09,1400,05,1153.8,111.9,1265.7,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-07-31.csv
2021-10-10,1400-07-18,1400,07,601.5,65.1,666.6,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-10-10.csv
2021-07-28,1400-05-06,1400,05,575.3,59.5,634.8,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-07-28.csv
2021-10-08,1400-07-16,1400,07,544.4,55.3,599.7,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-10-08.csv
2021-08-03,1400-05-12,1400,05,621.8,61.3,683.1,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-08-03.csv
2020_07_03,1399-04-13,1399,04,255.8,29.4,285.2,https://10.1.33.80/report-khorasan-razavi/daily_report_khorasan_razavi_2020_07_03.csv
2020_07_02,1399-04-12,1399,04,263,31,294,https://10.1.33.80/report-khorasan-razavi/daily_report_khorasan_razavi_2020_07_02.csv
2021-08-01,1400-05-10,1400,05,601.5,59.6,661.1,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-08-01.csv
2021-10-05,1400-07-13,1400,07,1015.4,109.5,1124.9,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-10-05.csv
2021-09-03,1400-06-12,1400,06,1129.9,108.4,1238.3,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-09-03.csv
2021-10-06,1400-07-14,1400,07,592.5,60.9,653.4,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-10-06.csv
2021-08-04,1400-05-13,1400,05,1199.7,118,1317.7,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-08-04.csv
2021-10-03,1400-07-11,1400,07,1172.7,125.8,1298.5,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-10-03.csv
2021-08-06,1400-05-15,1400,05,1144.6,110.2,1254.8,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-08-06.csv
2021-10-01,1400-07-09,1400,07,1093.3,110.8,1204.1,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-10-01.csv
2021-10-02,1400-07-10,1400,07,605.7,65.2,670.9,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-10-02.csv
2020_07_01,1399-04-11,1399,04,262.4,31,293.4,https://10.1.33.80/report-khorasan-razavi/daily_report_khorasan_razavi_2020_07_01.csv
2021-10-04,1400-07-12,1400,07,506.2,57.7,563.9,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-10-04.csv
2021-08-28,1400-06-06,1400,06,1179.7,114,1293.7,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-08-28.csv
2021-09-09,1400-06-18,1400,06,1164.9,115.6,1280.5,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-09-09.csv
2021-09-06,1400-06-15,1400,06,611.2,60.9,672.1,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-09-06.csv
2021-09-11,1400-06-20,1400,06,1128.1,110.4,1238.5,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-09-11.csv
2021-09-04,1400-06-13,1400,06,632,62.2,694.2,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-09-04.csv
2021-09-30,1400-07-08,1400,07,568.9,58.4,627.3,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-09-30.csv
2021-09-02,1400-06-11,1400,06,593.2,58.3,651.5,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-09-02.csv
2021-09-08,1400-06-17,1400,06,619.6,62,681.6,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-09-08.csv
2021-09-12,1400-06-21,1400,06,599.4,60.8,660.2,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-09-12.csv
2021-09-05,1400-06-14,1400,06,1197.9,119,1316.9,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-09-05.csv
2021-09-10,1400-06-19,1400,06,574.3,54.4,628.7,https://10.1.33.80/report-khorasan-razavi/daily_report_kh-razavi_2021-09-10.csv
